date,period,year,quarter,area,value
2020-01-01,2020-Q%q,2020,2020Q1,Ireland,4928.0
2020-01-01,2020-Q%q,2020,2020Q1,Cork City Council,245.0
2020-01-01,2020-Q%q,2020,2020Q1,Clare County Council,76.0
2020-01-01,2020-Q%q,2020,2020Q1,Cavan County Council,37.0
2020-01-01,2020-Q%q,2020,2020Q1,Cork County Council,354.0
2020-01-01,2020-Q%q,2020,2020Q1,Carlow County Council,25.0
2020-01-01,2020-Q%q,2020,2020Q1,Dublin City Council,655.0
2020-01-01,2020-Q%q,2020,2020Q1,Dún Laoghaire Rathdown County Council,249.0
2020-01-01,2020-Q%q,2020,2020Q1,Donegal County Council,120.0
2020-01-01,2020-Q%q,2020,2020Q1,Fingal County Council,413.0
2020-01-01,2020-Q%q,2020,2020Q1,Galway County Council,192.0
2020-01-01,2020-Q%q,2020,2020Q1,Galway City Council,57.0
2020-01-01,2020-Q%q,2020,2020Q1,Kildare County Council,328.0
2020-01-01,2020-Q%q,2020,2020Q1,Kilkenny County Council,112.0
2020-01-01,2020-Q%q,2020,2020Q1,Kerry County Council,85.0
2020-01-01,2020-Q%q,2020,2020Q1,Longford County Council,19.0
2020-01-01,2020-Q%q,2020,2020Q1,Louth County Council,115.0
2020-01-01,2020-Q%q,2020,2020Q1,Limerick City & County Council,127.0
2020-01-01,2020-Q%q,2020,2020Q1,Leitrim County Council,5.0
2020-01-01,2020-Q%q,2020,2020Q1,Laois County Council,65.0
2020-01-01,2020-Q%q,2020,2020Q1,Meath County Council,381.0
2020-01-01,2020-Q%q,2020,2020Q1,Monaghan County Council,44.0
2020-01-01,2020-Q%q,2020,2020Q1,Mayo County Council,120.0
2020-01-01,2020-Q%q,2020,2020Q1,Offaly County Council,45.0
2020-01-01,2020-Q%q,2020,2020Q1,Roscommon County Council,28.0
2020-01-01,2020-Q%q,2020,2020Q1,South Dublin County Council,315.0
2020-01-01,2020-Q%q,2020,2020Q1,Sligo County Council,74.0
2020-01-01,2020-Q%q,2020,2020Q1,Tipperary County Council,68.0
2020-01-01,2020-Q%q,2020,2020Q1,Waterford City & County Council,130.0
2020-01-01,2020-Q%q,2020,2020Q1,Westmeath County Council,82.0
2020-01-01,2020-Q%q,2020,2020Q1,Wicklow County Council,222.0
2020-01-01,2020-Q%q,2020,2020Q1,Wexford County Council,140.0
2020-04-01,2020-Q%q,2020,2020Q2,Ireland,3222.0
2020-04-01,2020-Q%q,2020,2020Q2,Cork City Council,140.0
2020-04-01,2020-Q%q,2020,2020Q2,Clare County Council,70.0
2020-04-01,2020-Q%q,2020,2020Q2,Cavan County Council,30.0
2020-04-01,2020-Q%q,2020,2020Q2,Cork County Council,192.0
2020-04-01,2020-Q%q,2020,2020Q2,Carlow County Council,46.0
2020-04-01,2020-Q%q,2020,2020Q2,Dublin City Council,252.0
2020-04-01,2020-Q%q,2020,2020Q2,Dún Laoghaire Rathdown County Council,102.0
2020-04-01,2020-Q%q,2020,2020Q2,Donegal County Council,98.0
2020-04-01,2020-Q%q,2020,2020Q2,Fingal County Council,308.0
2020-04-01,2020-Q%q,2020,2020Q2,Galway County Council,122.0
2020-04-01,2020-Q%q,2020,2020Q2,Galway City Council,31.0
2020-04-01,2020-Q%q,2020,2020Q2,Kildare County Council,279.0
2020-04-01,2020-Q%q,2020,2020Q2,Kilkenny County Council,67.0
2020-04-01,2020-Q%q,2020,2020Q2,Kerry County Council,55.0
2020-04-01,2020-Q%q,2020,2020Q2,Longford County Council,17.0
2020-04-01,2020-Q%q,2020,2020Q2,Louth County Council,190.0
2020-04-01,2020-Q%q,2020,2020Q2,Limerick City & County Council,64.0
2020-04-01,2020-Q%q,2020,2020Q2,Leitrim County Council,5.0
2020-04-01,2020-Q%q,2020,2020Q2,Laois County Council,62.0
2020-04-01,2020-Q%q,2020,2020Q2,Meath County Council,302.0
2020-04-01,2020-Q%q,2020,2020Q2,Monaghan County Council,33.0
2020-04-01,2020-Q%q,2020,2020Q2,Mayo County Council,53.0
2020-04-01,2020-Q%q,2020,2020Q2,Offaly County Council,25.0
2020-04-01,2020-Q%q,2020,2020Q2,Roscommon County Council,25.0
2020-04-01,2020-Q%q,2020,2020Q2,South Dublin County Council,166.0
2020-04-01,2020-Q%q,2020,2020Q2,Sligo County Council,11.0
2020-04-01,2020-Q%q,2020,2020Q2,Tipperary County Council,60.0
2020-04-01,2020-Q%q,2020,2020Q2,Waterford City & County Council,83.0
2020-04-01,2020-Q%q,2020,2020Q2,Westmeath County Council,55.0
2020-04-01,2020-Q%q,2020,2020Q2,Wicklow County Council,169.0
2020-04-01,2020-Q%q,2020,2020Q2,Wexford County Council,110.0
2020-07-01,2020-Q%q,2020,2020Q3,Ireland,5026.0
2020-07-01,2020-Q%q,2020,2020Q3,Cork City Council,323.0
2020-07-01,2020-Q%q,2020,2020Q3,Clare County Council,112.0
2020-07-01,2020-Q%q,2020,2020Q3,Cavan County Council,63.0
2020-07-01,2020-Q%q,2020,2020Q3,Cork County Council,404.0
2020-07-01,2020-Q%q,2020,2020Q3,Carlow County Council,66.0
2020-07-01,2020-Q%q,2020,2020Q3,Dublin City Council,385.0
2020-07-01,2020-Q%q,2020,2020Q3,Dún Laoghaire Rathdown County Council,198.0
2020-07-01,2020-Q%q,2020,2020Q3,Donegal County Council,131.0
2020-07-01,2020-Q%q,2020,2020Q3,Fingal County Council,293.0
2020-07-01,2020-Q%q,2020,2020Q3,Galway County Council,196.0
2020-07-01,2020-Q%q,2020,2020Q3,Galway City Council,47.0
2020-07-01,2020-Q%q,2020,2020Q3,Kildare County Council,493.0
2020-07-01,2020-Q%q,2020,2020Q3,Kilkenny County Council,87.0
2020-07-01,2020-Q%q,2020,2020Q3,Kerry County Council,181.0
2020-07-01,2020-Q%q,2020,2020Q3,Longford County Council,31.0
2020-07-01,2020-Q%q,2020,2020Q3,Louth County Council,147.0
2020-07-01,2020-Q%q,2020,2020Q3,Limerick City & County Council,137.0
2020-07-01,2020-Q%q,2020,2020Q3,Leitrim County Council,12.0
2020-07-01,2020-Q%q,2020,2020Q3,Laois County Council,80.0
2020-07-01,2020-Q%q,2020,2020Q3,Meath County Council,387.0
2020-07-01,2020-Q%q,2020,2020Q3,Monaghan County Council,59.0
2020-07-01,2020-Q%q,2020,2020Q3,Mayo County Council,130.0
2020-07-01,2020-Q%q,2020,2020Q3,Offaly County Council,43.0
2020-07-01,2020-Q%q,2020,2020Q3,Roscommon County Council,45.0
2020-07-01,2020-Q%q,2020,2020Q3,South Dublin County Council,218.0
2020-07-01,2020-Q%q,2020,2020Q3,Sligo County Council,51.0
2020-07-01,2020-Q%q,2020,2020Q3,Tipperary County Council,87.0
2020-07-01,2020-Q%q,2020,2020Q3,Waterford City & County Council,124.0
2020-07-01,2020-Q%q,2020,2020Q3,Westmeath County Council,59.0
2020-07-01,2020-Q%q,2020,2020Q3,Wicklow County Council,277.0
2020-07-01,2020-Q%q,2020,2020Q3,Wexford County Council,160.0
2020-10-01,2020-Q%q,2020,2020Q4,Ireland,7307.0
2020-10-01,2020-Q%q,2020,2020Q4,Cork City Council,316.0
2020-10-01,2020-Q%q,2020,2020Q4,Clare County Council,132.0
2020-10-01,2020-Q%q,2020,2020Q4,Cavan County Council,66.0
2020-10-01,2020-Q%q,2020,2020Q4,Cork County Council,475.0
2020-10-01,2020-Q%q,2020,2020Q4,Carlow County Council,63.0
2020-10-01,2020-Q%q,2020,2020Q4,Dublin City Council,908.0
2020-10-01,2020-Q%q,2020,2020Q4,Dún Laoghaire Rathdown County Council,273.0
2020-10-01,2020-Q%q,2020,2020Q4,Donegal County Council,225.0
2020-10-01,2020-Q%q,2020,2020Q4,Fingal County Council,372.0
2020-10-01,2020-Q%q,2020,2020Q4,Galway County Council,336.0
2020-10-01,2020-Q%q,2020,2020Q4,Galway City Council,64.0
2020-10-01,2020-Q%q,2020,2020Q4,Kildare County Council,561.0
2020-10-01,2020-Q%q,2020,2020Q4,Kilkenny County Council,117.0
2020-10-01,2020-Q%q,2020,2020Q4,Kerry County Council,247.0
2020-10-01,2020-Q%q,2020,2020Q4,Longford County Council,34.0
2020-10-01,2020-Q%q,2020,2020Q4,Louth County Council,172.0
2020-10-01,2020-Q%q,2020,2020Q4,Limerick City & County Council,180.0
2020-10-01,2020-Q%q,2020,2020Q4,Leitrim County Council,17.0
2020-10-01,2020-Q%q,2020,2020Q4,Laois County Council,132.0
2020-10-01,2020-Q%q,2020,2020Q4,Meath County Council,444.0
2020-10-01,2020-Q%q,2020,2020Q4,Monaghan County Council,77.0
2020-10-01,2020-Q%q,2020,2020Q4,Mayo County Council,109.0
2020-10-01,2020-Q%q,2020,2020Q4,Offaly County Council,85.0
2020-10-01,2020-Q%q,2020,2020Q4,Roscommon County Council,61.0
2020-10-01,2020-Q%q,2020,2020Q4,South Dublin County Council,923.0
2020-10-01,2020-Q%q,2020,2020Q4,Sligo County Council,37.0
2020-10-01,2020-Q%q,2020,2020Q4,Tipperary County Council,84.0
2020-10-01,2020-Q%q,2020,2020Q4,Waterford City & County Council,126.0
2020-10-01,2020-Q%q,2020,2020Q4,Westmeath County Council,91.0
2020-10-01,2020-Q%q,2020,2020Q4,Wicklow County Council,370.0
2020-10-01,2020-Q%q,2020,2020Q4,Wexford County Council,210.0
2021-01-01,2021-Q%q,2021,2021Q1,Ireland,3956.0
2021-01-01,2021-Q%q,2021,2021Q1,Cork City Council,194.0
2021-01-01,2021-Q%q,2021,2021Q1,Clare County Council,60.0
2021-01-01,2021-Q%q,2021,2021Q1,Cavan County Council,53.0
2021-01-01,2021-Q%q,2021,2021Q1,Cork County Council,265.0
2021-01-01,2021-Q%q,2021,2021Q1,Carlow County Council,35.0
2021-01-01,2021-Q%q,2021,2021Q1,Dublin City Council,365.0
2021-01-01,2021-Q%q,2021,2021Q1,Dún Laoghaire Rathdown County Council,116.0
2021-01-01,2021-Q%q,2021,2021Q1,Donegal County Council,83.0
2021-01-01,2021-Q%q,2021,2021Q1,Fingal County Council,312.0
2021-01-01,2021-Q%q,2021,2021Q1,Galway County Council,198.0
2021-01-01,2021-Q%q,2021,2021Q1,Galway City Council,134.0
2021-01-01,2021-Q%q,2021,2021Q1,Kildare County Council,319.0
2021-01-01,2021-Q%q,2021,2021Q1,Kilkenny County Council,59.0
2021-01-01,2021-Q%q,2021,2021Q1,Kerry County Council,130.0
2021-01-01,2021-Q%q,2021,2021Q1,Longford County Council,23.0
2021-01-01,2021-Q%q,2021,2021Q1,Louth County Council,174.0
2021-01-01,2021-Q%q,2021,2021Q1,Limerick City & County Council,125.0
2021-01-01,2021-Q%q,2021,2021Q1,Leitrim County Council,12.0
2021-01-01,2021-Q%q,2021,2021Q1,Laois County Council,132.0
2021-01-01,2021-Q%q,2021,2021Q1,Meath County Council,235.0
2021-01-01,2021-Q%q,2021,2021Q1,Monaghan County Council,47.0
2021-01-01,2021-Q%q,2021,2021Q1,Mayo County Council,65.0
2021-01-01,2021-Q%q,2021,2021Q1,Offaly County Council,50.0
2021-01-01,2021-Q%q,2021,2021Q1,Roscommon County Council,55.0
2021-01-01,2021-Q%q,2021,2021Q1,South Dublin County Council,212.0
2021-01-01,2021-Q%q,2021,2021Q1,Sligo County Council,24.0
2021-01-01,2021-Q%q,2021,2021Q1,Tipperary County Council,58.0
2021-01-01,2021-Q%q,2021,2021Q1,Waterford City & County Council,75.0
2021-01-01,2021-Q%q,2021,2021Q1,Westmeath County Council,95.0
2021-01-01,2021-Q%q,2021,2021Q1,Wicklow County Council,134.0
2021-01-01,2021-Q%q,2021,2021Q1,Wexford County Council,117.0
2021-04-01,2021-Q%q,2021,2021Q2,Ireland,4957.0
2021-04-01,2021-Q%q,2021,2021Q2,Cork City Council,154.0
2021-04-01,2021-Q%q,2021,2021Q2,Clare County Council,119.0
2021-04-01,2021-Q%q,2021,2021Q2,Cavan County Council,59.0
2021-04-01,2021-Q%q,2021,2021Q2,Cork County Council,407.0
2021-04-01,2021-Q%q,2021,2021Q2,Carlow County Council,79.0
2021-04-01,2021-Q%q,2021,2021Q2,Dublin City Council,392.0
2021-04-01,2021-Q%q,2021,2021Q2,Dún Laoghaire Rathdown County Council,321.0
2021-04-01,2021-Q%q,2021,2021Q2,Donegal County Council,123.0
2021-04-01,2021-Q%q,2021,2021Q2,Fingal County Council,519.0
2021-04-01,2021-Q%q,2021,2021Q2,Galway County Council,153.0
2021-04-01,2021-Q%q,2021,2021Q2,Galway City Council,88.0
2021-04-01,2021-Q%q,2021,2021Q2,Kildare County Council,484.0
2021-04-01,2021-Q%q,2021,2021Q2,Kilkenny County Council,107.0
2021-04-01,2021-Q%q,2021,2021Q2,Kerry County Council,99.0
2021-04-01,2021-Q%q,2021,2021Q2,Longford County Council,24.0
2021-04-01,2021-Q%q,2021,2021Q2,Louth County Council,165.0
2021-04-01,2021-Q%q,2021,2021Q2,Limerick City & County Council,137.0
2021-04-01,2021-Q%q,2021,2021Q2,Leitrim County Council,26.0
2021-04-01,2021-Q%q,2021,2021Q2,Laois County Council,83.0
2021-04-01,2021-Q%q,2021,2021Q2,Meath County Council,244.0
2021-04-01,2021-Q%q,2021,2021Q2,Monaghan County Council,54.0
2021-04-01,2021-Q%q,2021,2021Q2,Mayo County Council,98.0
2021-04-01,2021-Q%q,2021,2021Q2,Offaly County Council,49.0
2021-04-01,2021-Q%q,2021,2021Q2,Roscommon County Council,61.0
2021-04-01,2021-Q%q,2021,2021Q2,South Dublin County Council,288.0
2021-04-01,2021-Q%q,2021,2021Q2,Sligo County Council,30.0
2021-04-01,2021-Q%q,2021,2021Q2,Tipperary County Council,69.0
2021-04-01,2021-Q%q,2021,2021Q2,Waterford City & County Council,128.0
2021-04-01,2021-Q%q,2021,2021Q2,Westmeath County Council,66.0
2021-04-01,2021-Q%q,2021,2021Q2,Wicklow County Council,148.0
2021-04-01,2021-Q%q,2021,2021Q2,Wexford County Council,183.0
2021-07-01,2021-Q%q,2021,2021Q3,Ireland,4622.0
2021-07-01,2021-Q%q,2021,2021Q3,Cork City Council,150.0
2021-07-01,2021-Q%q,2021,2021Q3,Clare County Council,87.0
2021-07-01,2021-Q%q,2021,2021Q3,Cavan County Council,42.0
2021-07-01,2021-Q%q,2021,2021Q3,Cork County Council,396.0
2021-07-01,2021-Q%q,2021,2021Q3,Carlow County Council,44.0
2021-07-01,2021-Q%q,2021,2021Q3,Dublin City Council,371.0
2021-07-01,2021-Q%q,2021,2021Q3,Dún Laoghaire Rathdown County Council,323.0
2021-07-01,2021-Q%q,2021,2021Q3,Donegal County Council,109.0
2021-07-01,2021-Q%q,2021,2021Q3,Fingal County Council,394.0
2021-07-01,2021-Q%q,2021,2021Q3,Galway County Council,194.0
2021-07-01,2021-Q%q,2021,2021Q3,Galway City Council,48.0
2021-07-01,2021-Q%q,2021,2021Q3,Kildare County Council,543.0
2021-07-01,2021-Q%q,2021,2021Q3,Kilkenny County Council,75.0
2021-07-01,2021-Q%q,2021,2021Q3,Kerry County Council,109.0
2021-07-01,2021-Q%q,2021,2021Q3,Longford County Council,17.0
2021-07-01,2021-Q%q,2021,2021Q3,Louth County Council,158.0
2021-07-01,2021-Q%q,2021,2021Q3,Limerick City & County Council,145.0
2021-07-01,2021-Q%q,2021,2021Q3,Leitrim County Council,25.0
2021-07-01,2021-Q%q,2021,2021Q3,Laois County Council,110.0
2021-07-01,2021-Q%q,2021,2021Q3,Meath County Council,260.0
2021-07-01,2021-Q%q,2021,2021Q3,Monaghan County Council,34.0
2021-07-01,2021-Q%q,2021,2021Q3,Mayo County Council,86.0
2021-07-01,2021-Q%q,2021,2021Q3,Offaly County Council,60.0
2021-07-01,2021-Q%q,2021,2021Q3,Roscommon County Council,56.0
2021-07-01,2021-Q%q,2021,2021Q3,South Dublin County Council,140.0
2021-07-01,2021-Q%q,2021,2021Q3,Sligo County Council,42.0
2021-07-01,2021-Q%q,2021,2021Q3,Tipperary County Council,60.0
2021-07-01,2021-Q%q,2021,2021Q3,Waterford City & County Council,138.0
2021-07-01,2021-Q%q,2021,2021Q3,Westmeath County Council,40.0
2021-07-01,2021-Q%q,2021,2021Q3,Wicklow County Council,228.0
2021-07-01,2021-Q%q,2021,2021Q3,Wexford County Council,138.0
2021-10-01,2021-Q%q,2021,2021Q4,Ireland,6908.0
2021-10-01,2021-Q%q,2021,2021Q4,Cork City Council,241.0
2021-10-01,2021-Q%q,2021,2021Q4,Clare County Council,143.0
2021-10-01,2021-Q%q,2021,2021Q4,Cavan County Council,41.0
2021-10-01,2021-Q%q,2021,2021Q4,Cork County Council,410.0
2021-10-01,2021-Q%q,2021,2021Q4,Carlow County Council,94.0
2021-10-01,2021-Q%q,2021,2021Q4,Dublin City Council,948.0
2021-10-01,2021-Q%q,2021,2021Q4,Dún Laoghaire Rathdown County Council,605.0
2021-10-01,2021-Q%q,2021,2021Q4,Donegal County Council,162.0
2021-10-01,2021-Q%q,2021,2021Q4,Fingal County Council,635.0
2021-10-01,2021-Q%q,2021,2021Q4,Galway County Council,200.0
2021-10-01,2021-Q%q,2021,2021Q4,Galway City Council,32.0
2021-10-01,2021-Q%q,2021,2021Q4,Kildare County Council,687.0
2021-10-01,2021-Q%q,2021,2021Q4,Kilkenny County Council,84.0
2021-10-01,2021-Q%q,2021,2021Q4,Kerry County Council,103.0
2021-10-01,2021-Q%q,2021,2021Q4,Longford County Council,60.0
2021-10-01,2021-Q%q,2021,2021Q4,Louth County Council,167.0
2021-10-01,2021-Q%q,2021,2021Q4,Limerick City & County Council,190.0
2021-10-01,2021-Q%q,2021,2021Q4,Leitrim County Council,21.0
2021-10-01,2021-Q%q,2021,2021Q4,Laois County Council,66.0
2021-10-01,2021-Q%q,2021,2021Q4,Meath County Council,529.0
2021-10-01,2021-Q%q,2021,2021Q4,Monaghan County Council,66.0
2021-10-01,2021-Q%q,2021,2021Q4,Mayo County Council,121.0
2021-10-01,2021-Q%q,2021,2021Q4,Offaly County Council,87.0
2021-10-01,2021-Q%q,2021,2021Q4,Roscommon County Council,37.0
2021-10-01,2021-Q%q,2021,2021Q4,South Dublin County Council,302.0
2021-10-01,2021-Q%q,2021,2021Q4,Sligo County Council,48.0
2021-10-01,2021-Q%q,2021,2021Q4,Tipperary County Council,118.0
2021-10-01,2021-Q%q,2021,2021Q4,Waterford City & County Council,179.0
2021-10-01,2021-Q%q,2021,2021Q4,Westmeath County Council,41.0
2021-10-01,2021-Q%q,2021,2021Q4,Wicklow County Council,237.0
2021-10-01,2021-Q%q,2021,2021Q4,Wexford County Council,254.0
2022-01-01,2022-Q%q,2022,2022Q1,Ireland,5593.0
2022-01-01,2022-Q%q,2022,2022Q1,Cork City Council,149.0
2022-01-01,2022-Q%q,2022,2022Q1,Clare County Council,143.0
2022-01-01,2022-Q%q,2022,2022Q1,Cavan County Council,43.0
2022-01-01,2022-Q%q,2022,2022Q1,Cork County Council,345.0
2022-01-01,2022-Q%q,2022,2022Q1,Carlow County Council,60.0
2022-01-01,2022-Q%q,2022,2022Q1,Dublin City Council,973.0
2022-01-01,2022-Q%q,2022,2022Q1,Dún Laoghaire Rathdown County Council,581.0
2022-01-01,2022-Q%q,2022,2022Q1,Donegal County Council,127.0
2022-01-01,2022-Q%q,2022,2022Q1,Fingal County Council,347.0
2022-01-01,2022-Q%q,2022,2022Q1,Galway County Council,172.0
2022-01-01,2022-Q%q,2022,2022Q1,Galway City Council,18.0
2022-01-01,2022-Q%q,2022,2022Q1,Kildare County Council,308.0
2022-01-01,2022-Q%q,2022,2022Q1,Kilkenny County Council,58.0
2022-01-01,2022-Q%q,2022,2022Q1,Kerry County Council,133.0
2022-01-01,2022-Q%q,2022,2022Q1,Longford County Council,26.0
2022-01-01,2022-Q%q,2022,2022Q1,Louth County Council,199.0
2022-01-01,2022-Q%q,2022,2022Q1,Limerick City & County Council,150.0
2022-01-01,2022-Q%q,2022,2022Q1,Leitrim County Council,9.0
2022-01-01,2022-Q%q,2022,2022Q1,Laois County Council,76.0
2022-01-01,2022-Q%q,2022,2022Q1,Meath County Council,276.0
2022-01-01,2022-Q%q,2022,2022Q1,Monaghan County Council,56.0
2022-01-01,2022-Q%q,2022,2022Q1,Mayo County Council,98.0
2022-01-01,2022-Q%q,2022,2022Q1,Offaly County Council,138.0
2022-01-01,2022-Q%q,2022,2022Q1,Roscommon County Council,41.0
2022-01-01,2022-Q%q,2022,2022Q1,South Dublin County Council,243.0
2022-01-01,2022-Q%q,2022,2022Q1,Sligo County Council,36.0
2022-01-01,2022-Q%q,2022,2022Q1,Tipperary County Council,79.0
2022-01-01,2022-Q%q,2022,2022Q1,Waterford City & County Council,155.0
2022-01-01,2022-Q%q,2022,2022Q1,Westmeath County Council,69.0
2022-01-01,2022-Q%q,2022,2022Q1,Wicklow County Council,268.0
2022-01-01,2022-Q%q,2022,2022Q1,Wexford County Council,217.0
2022-04-01,2022-Q%q,2022,2022Q2,Ireland,7578.0
2022-04-01,2022-Q%q,2022,2022Q2,Cork City Council,363.0
2022-04-01,2022-Q%q,2022,2022Q2,Clare County Council,165.0
2022-04-01,2022-Q%q,2022,2022Q2,Cavan County Council,80.0
2022-04-01,2022-Q%q,2022,2022Q2,Cork County Council,485.0
2022-04-01,2022-Q%q,2022,2022Q2,Carlow County Council,51.0
2022-04-01,2022-Q%q,2022,2022Q2,Dublin City Council,1021.0
2022-04-01,2022-Q%q,2022,2022Q2,Dún Laoghaire Rathdown County Council,668.0
2022-04-01,2022-Q%q,2022,2022Q2,Donegal County Council,155.0
2022-04-01,2022-Q%q,2022,2022Q2,Fingal County Council,592.0
2022-04-01,2022-Q%q,2022,2022Q2,Galway County Council,231.0
2022-04-01,2022-Q%q,2022,2022Q2,Galway City Council,140.0
2022-04-01,2022-Q%q,2022,2022Q2,Kildare County Council,566.0
2022-04-01,2022-Q%q,2022,2022Q2,Kilkenny County Council,146.0
2022-04-01,2022-Q%q,2022,2022Q2,Kerry County Council,213.0
2022-04-01,2022-Q%q,2022,2022Q2,Longford County Council,20.0
2022-04-01,2022-Q%q,2022,2022Q2,Louth County Council,200.0
2022-04-01,2022-Q%q,2022,2022Q2,Limerick City & County Council,211.0
2022-04-01,2022-Q%q,2022,2022Q2,Leitrim County Council,13.0
2022-04-01,2022-Q%q,2022,2022Q2,Laois County Council,152.0
2022-04-01,2022-Q%q,2022,2022Q2,Meath County Council,537.0
2022-04-01,2022-Q%q,2022,2022Q2,Monaghan County Council,98.0
2022-04-01,2022-Q%q,2022,2022Q2,Mayo County Council,114.0
2022-04-01,2022-Q%q,2022,2022Q2,Offaly County Council,87.0
2022-04-01,2022-Q%q,2022,2022Q2,Roscommon County Council,27.0
2022-04-01,2022-Q%q,2022,2022Q2,South Dublin County Council,425.0
2022-04-01,2022-Q%q,2022,2022Q2,Sligo County Council,47.0
2022-04-01,2022-Q%q,2022,2022Q2,Tipperary County Council,106.0
2022-04-01,2022-Q%q,2022,2022Q2,Waterford City & County Council,93.0
2022-04-01,2022-Q%q,2022,2022Q2,Westmeath County Council,91.0
2022-04-01,2022-Q%q,2022,2022Q2,Wicklow County Council,313.0
2022-04-01,2022-Q%q,2022,2022Q2,Wexford County Council,168.0
2022-07-01,2022-Q%q,2022,2022Q3,Ireland,7362.0
2022-07-01,2022-Q%q,2022,2022Q3,Cork City Council,330.0
2022-07-01,2022-Q%q,2022,2022Q3,Clare County Council,125.0
2022-07-01,2022-Q%q,2022,2022Q3,Cavan County Council,57.0
2022-07-01,2022-Q%q,2022,2022Q3,Cork County Council,481.0
2022-07-01,2022-Q%q,2022,2022Q3,Carlow County Council,54.0
2022-07-01,2022-Q%q,2022,2022Q3,Dublin City Council,1215.0
2022-07-01,2022-Q%q,2022,2022Q3,Dún Laoghaire Rathdown County Council,377.0
2022-07-01,2022-Q%q,2022,2022Q3,Donegal County Council,167.0
2022-07-01,2022-Q%q,2022,2022Q3,Fingal County Council,560.0
2022-07-01,2022-Q%q,2022,2022Q3,Galway County Council,224.0
2022-07-01,2022-Q%q,2022,2022Q3,Galway City Council,159.0
2022-07-01,2022-Q%q,2022,2022Q3,Kildare County Council,748.0
2022-07-01,2022-Q%q,2022,2022Q3,Kilkenny County Council,75.0
2022-07-01,2022-Q%q,2022,2022Q3,Kerry County Council,138.0
2022-07-01,2022-Q%q,2022,2022Q3,Longford County Council,50.0
2022-07-01,2022-Q%q,2022,2022Q3,Louth County Council,191.0
2022-07-01,2022-Q%q,2022,2022Q3,Limerick City & County Council,190.0
2022-07-01,2022-Q%q,2022,2022Q3,Leitrim County Council,23.0
2022-07-01,2022-Q%q,2022,2022Q3,Laois County Council,79.0
2022-07-01,2022-Q%q,2022,2022Q3,Meath County Council,390.0
2022-07-01,2022-Q%q,2022,2022Q3,Monaghan County Council,63.0
2022-07-01,2022-Q%q,2022,2022Q3,Mayo County Council,118.0
2022-07-01,2022-Q%q,2022,2022Q3,Offaly County Council,62.0
2022-07-01,2022-Q%q,2022,2022Q3,Roscommon County Council,42.0
2022-07-01,2022-Q%q,2022,2022Q3,South Dublin County Council,457.0
2022-07-01,2022-Q%q,2022,2022Q3,Sligo County Council,60.0
2022-07-01,2022-Q%q,2022,2022Q3,Tipperary County Council,66.0
2022-07-01,2022-Q%q,2022,2022Q3,Waterford City & County Council,107.0
2022-07-01,2022-Q%q,2022,2022Q3,Westmeath County Council,147.0
2022-07-01,2022-Q%q,2022,2022Q3,Wicklow County Council,326.0
2022-07-01,2022-Q%q,2022,2022Q3,Wexford County Council,281.0
2022-10-01,2022-Q%q,2022,2022Q4,Ireland,9076.0
2022-10-01,2022-Q%q,2022,2022Q4,Cork City Council,352.0
2022-10-01,2022-Q%q,2022,2022Q4,Clare County Council,123.0
2022-10-01,2022-Q%q,2022,2022Q4,Cavan County Council,71.0
2022-10-01,2022-Q%q,2022,2022Q4,Cork County Council,555.0
2022-10-01,2022-Q%q,2022,2022Q4,Carlow County Council,66.0
2022-10-01,2022-Q%q,2022,2022Q4,Dublin City Council,662.0
2022-10-01,2022-Q%q,2022,2022Q4,Dún Laoghaire Rathdown County Council,1080.0
2022-10-01,2022-Q%q,2022,2022Q4,Donegal County Council,199.0
2022-10-01,2022-Q%q,2022,2022Q4,Fingal County Council,532.0
2022-10-01,2022-Q%q,2022,2022Q4,Galway County Council,268.0
2022-10-01,2022-Q%q,2022,2022Q4,Galway City Council,95.0
2022-10-01,2022-Q%q,2022,2022Q4,Kildare County Council,1002.0
2022-10-01,2022-Q%q,2022,2022Q4,Kilkenny County Council,142.0
2022-10-01,2022-Q%q,2022,2022Q4,Kerry County Council,127.0
2022-10-01,2022-Q%q,2022,2022Q4,Longford County Council,27.0
2022-10-01,2022-Q%q,2022,2022Q4,Louth County Council,199.0
2022-10-01,2022-Q%q,2022,2022Q4,Limerick City & County Council,210.0
2022-10-01,2022-Q%q,2022,2022Q4,Leitrim County Council,23.0
2022-10-01,2022-Q%q,2022,2022Q4,Laois County Council,205.0
2022-10-01,2022-Q%q,2022,2022Q4,Meath County Council,648.0
2022-10-01,2022-Q%q,2022,2022Q4,Monaghan County Council,118.0
2022-10-01,2022-Q%q,2022,2022Q4,Mayo County Council,120.0
2022-10-01,2022-Q%q,2022,2022Q4,Offaly County Council,122.0
2022-10-01,2022-Q%q,2022,2022Q4,Roscommon County Council,67.0
2022-10-01,2022-Q%q,2022,2022Q4,South Dublin County Council,622.0
2022-10-01,2022-Q%q,2022,2022Q4,Sligo County Council,68.0
2022-10-01,2022-Q%q,2022,2022Q4,Tipperary County Council,165.0
2022-10-01,2022-Q%q,2022,2022Q4,Waterford City & County Council,198.0
2022-10-01,2022-Q%q,2022,2022Q4,Westmeath County Council,96.0
2022-10-01,2022-Q%q,2022,2022Q4,Wicklow County Council,631.0
2022-10-01,2022-Q%q,2022,2022Q4,Wexford County Council,283.0
